title,id,genres,keywords
To Catch a Thief,381,"['Crime', 'Drama', 'Mystery', 'Romance', 'Thriller']","['hotel', 'falsely accus', 'villa', 'jealousi', 'age differ', 'cat', 'expensive restaur', 'southern fr', 'picnic', 'firework', 'jewelri', 'polic', 'blond', 'french riviera', 'riviera']"
Mala Noche,383,['Drama'],"['individu', 'homeless person', 'salesclerk', 'portland, oregon', 'hunger', 'immigr', 'hustler', 'murder', 'gay interest', 'rebellious youth', 'lgbt']"
Inside Man,388,"['Crime', 'Drama', 'Thriller']","['new york c', 'bank', 'hostag', 'bank manag', 'kidnap', 'nazi', 'court cas', 'heist', 'bank robberi', 'hostage situ', 'financial transact', 'bank vault', 'swat team', 'manhattan, new york c']"
12 Angry Men,389,['Drama'],"['judg', 'juror', 'death penalti', 'father murd', 'puerto rico', 'anonym', 'court cas', 'heat', 'class', 'innoc', 'court', 'based on play or mus', 'violenc', 'courtroom', 'courtroom drama']"
Lisbon Story,390,"['Drama', 'Music']","['upper class', 'movie busi', 'famous scor', 'camera', 'car journey', 'amusement park']"
Chocolat,392,"['Comedy', 'Drama', 'Romance']","['franc', 'chocol', 'parent child relationship', 'mayor', 'singl', 'town']"
Kill Bill: Vol. 2,393,"['Action', 'Crime', 'Thriller']","['sibling relationship', 'martial art', 'kung fu', 'swordplay', 'katana', 'mother rol', 'rage and h', 'daughter', 'right and justic', 'singl', 'aftercreditssting', 'duringcreditssting']"
AVP: Alien vs. Predator,395,"['Adventure', 'Science Fiction', 'Action', 'Horror']","['saving the world', 'predat', 'space marin', 'pyramid', 'prais', 'alien', 'cosmo', '21st centuri', 'xenomorph']"
Who's Afraid of Virginia Woolf?,396,['Drama'],"['alcohol', 'adulteri', 'professor', 'married coupl', 'son', 'guest', 'campu', 'based on play or mus', 'new england', 'one night']"
French Kiss,397,"['Comedy', 'Romance']","['paris, fr', 'airport', 'in love with enemi', 'canadian', 'necklac', 'deal', 'vineyard', 'smuggl']"
Capote,398,"['Crime', 'Drama']","['based on novel or book', 'journal', 'ident', 'dream', 'literatur', 'magazin', 'biographi', 'kansa', 'based on a true stori', 'author', '1950', '1960']"
Things to Do in Denver When You're Dead,400,"['Drama', 'Crime']","['bounty hunt', 'parent child relationship', 'boat', 'way of lif', 'coffin', 'paranoia', 'hitman', 'gangster', 'friendship', 'psychopath', 'reveng', 'murder', 'mafia', 'diner', 'violenc', 'illegal prostitut', 'extramarital affair']"
Garden State,401,"['Comedy', 'Drama', 'Romance']","['new jersey', 'loss of loved on', 'parapleg', 'expensive restaur', 'pop cultur', 'ecstasi', 'strang', 'epilepsi', 'answering machin', 'difficult childhood', 'unsoci', 'singl', 'marijuana', 'los angeles, california', 'psychiatrist', 'grave digg', 'tragicomedi']"
Basic Instinct,402,"['Thriller', 'Mystery']","['california', 'sexual obsess', 'san francisco, california', 'detect', 'jealousi', 'erotic', 'suspicion of murd', 'bisexu', 'dying and death', 'danger', 'lover', 'stripteas', 'sadism', 'polic', 'psychopath', 'celebr', 'femme fatal', 'sociopath', 'dead', 'neo-noir', 'erotic thril']"
Driving Miss Daisy,403,['Drama'],"['individu', '1970', 'culture clash', 'chauffeur', 'atlanta', 'self-discoveri', 'pulitzer pr', 'civil right', 'widow', 'racial segreg', 'based on play or mus', 'car accid', 'unlikely friendship', 'elderli', '1940', '1950', '1960', 'elderly ladi', 'race rel']"
The Straight Story,404,['Drama'],"['sibling relationship', 'mississippi riv', 'wisconsin', 'iowa', 'biographi', 'road trip', 'based on a true stori', 'family relationship', 'famili']"
Snow White and the Seven Dwarfs,408,"['Fantasy', 'Animation', 'Family']","['poison', 'witch', 'becoming an adult', 'sad', 'queen', 'attempted murd', 'dying and death', 'princess', 'candlelight vigil', 'snow whit', 'based on fairy tal']"
The English Patient,409,"['Drama', 'Romance', 'War']","['cairo', 'egypt', 'ident', 'amnesia', 'world war ii', 'burn', 'expedit', 'cave', 'sandstorm', 'cave paint', 'prisoner of war', 'map', 'hear', 'desert scientist', 'intellig', 'traitor', 'airplan', 'secret lov', 'desert']"
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",411,"['Adventure', 'Family', 'Fantasy']","['saving the world', 'sibling relationship', 'witch', 'based on novel or book', 'self sacrific', 'winter', 'lion', 'fairy tal', 'epic', 'surreal', 'battl', ""based on children's book"", 'fantasy world', 'duringcreditssting', '1940', 'based on young adult novel', 'good versus evil']"
Batman Forever,414,"['Action', 'Crime', 'Fantasy']","['riddl', 'dc comic', 'rose', 'villain', 'partner', 'superhero', 'based on com', 'broken neck', 'psychologist', 'violenc', 'crimin', 'district attorney', 'millionair', 'super pow', 'falling down stair', 'tied up', 'disfigur', 'father figur', 'good versus evil']"
Batman & Robin,415,"['Science Fiction', 'Action', 'Fantasy']","['double lif', 'dc comic', 'dual ident', 'crime fight', 'superhero', 'based on com', 'credit card', 'super pow', 'super villain', 'good versus evil']"
The Life Aquatic with Steve Zissou,421,"['Adventure', 'Comedy', 'Drama']","['parent child relationship', 'rivalri', 'dysfunctional famili', 'pirat', 'magic r', 'scientific expedit', 'absurd humor']"
The Pianist,423,"['Drama', 'War']","['resist', 'holocaust (shoah)', 'hunger', 'world war ii', 'prisoner of war', 'ghetto', 'deport', 'jew persecut', 'liber', 'nazi', 'biographi', 'concert', 'surviv', 'based on memoir or autobiographi', 'pianist', 'poland']"
Schindler's List,424,"['Drama', 'History', 'War']","['based on novel or book', 'factori', 'concentration camp', 'hero', 'holocaust (shoah)', 'world war ii', 'ghetto', 'jew persecut', 'auschwitz-birkenau concentration camp', 'industrialist', 'nazi', 'biographi', 'based on a true stori', 'historical fict', 'train', 'poland']"
Ice Age,425,"['Animation', 'Comedy', 'Family', 'Adventure']","['human evolut', 'loss of loved on', 'parent child relationship', 'squirrel', 'mammoth', 'dying and death', 'stone ag', 'prehistor', 'saber-toothed tig', 'cavemen', 'prehistoric creatur', 'road movi', 'prehistoric adventur', 'prehistoric tim', 'prehistoric man']"
Vertigo,426,"['Mystery', 'Romance', 'Thriller']","['san francisco, california', 'detect', 'sense of guilt', 'bachelor', 'obsess', ""love of one's lif"", 'museum', 'necklac', 'grave', 'plan', 'paint', 'noir', 'psychological thril']"
"One, Two, Three",430,"['Comedy', 'Family']","['berlin, germani', 'prison', 'clerk', 'atlanta', 'cold war', 'coca-cola', 'communist', 'capitalist', 'soviet union', 'headquart', 'iron curtain', 'totalitarian regim', 'joke', 'russia', 'pregnanc', 'west berlin', 'princip', 'wed', 'american']"
Cube,431,"['Thriller', 'Science Fiction', 'Mystery']","['riddl', 'autism', 'claustrophobia', 'maze', 'psycholog', 'entrap', 'trapdoor', 'mathemat', 'murder', 'gore', 'escap', 'trap', 'violenc', 'number', 'mechan', 'industri']"
Mary Poppins,433,"['Comedy', 'Family', 'Fantasy']","['london, england', 'sibling relationship', 'based on novel or book', 'parent child relationship', 'famous scor', 'nanni', 'magic', 'music', 'famili', 'live action and anim', '1910']"
The Day After Tomorrow,435,"['Action', 'Adventure', 'Science Fiction', 'Thriller']","['saving the world', 'librari', 'cataclysm', 'climate chang', 'greenhouse effect', 'tornado', 'twister', 'hurrican', 'ice ag', 'evacu', 'climat', 'govern', 'snow', 'los angeles, california', 'antarctica', 'scientist', 'cell phon', 'doomsday', 'disaster movi', 'helicopter crash', 'disaster film']"
Cube 2: Hypercube,437,"['Thriller', 'Science Fiction', 'Mystery']","['riddl', 'detect', 'claustrophobia', 'hacker', 'maze', 'mathemat']"
Cube Zero,438,"['Mystery', 'Science Fiction', 'Thriller']","['riddl', 'mathemat', 'murder', 'violenc', 'parallel world', 'number']"
Aliens vs Predator: Requiem,440,"['Fantasy', 'Action', 'Science Fiction', 'Thriller', 'Horror']","['predat', 'colorado', 'national guard', 'hybrid', 'alien', 'morgu', 'alien possess', 'xenomorph']"
Human Nature,441,"['Drama', 'Comedy']","['individu', 'human evolut', 'philosophi', 'sexual', 'mentally dis', 'experi', 'professor', 'mous', 'civil', 'drive', 'zoo', 'arts and cultur', 'forest', 'author', 'hair', 'disabl']"
Leaving Las Vegas,451,"['Drama', 'Romance']","['individu', 'prostitut', 'alcohol', 'casino', 'love at first sight', 'lovesick', 'movie busi', 'screenwrit', 'hotel room', 'dying and death', 'rage and h', 'unsoci', 'alcohol', 'los angeles, california', 'las vega', 'alcohol abus']"
A Beautiful Mind,453,"['Drama', 'Romance']","['individu', 'schizophrenia', 'massachusett', ""love of one's lif"", 'intellig', 'mathematician', 'nobel pr', 'biographi', 'mathemat', 'delus']"
Romeo + Juliet,454,"['Drama', 'Romance']","['forbidden lov', 'based on play or mus', 'gun viol', 'star crossed lov', 'teenage rom']"
Bend It Like Beckham,455,"['Comedy', 'Drama', 'Romance']","['london, england', 'tradit', 'culture clash', 'immigr', ""women's football (soccer)"", 'sport', 'football (soccer)', 'famili', 'lgbt', 'woman director', 'british asian']"
Erin Brockovich,462,['Drama'],"['biographi', 'based on a true stori', 'single moth', 'legal drama']"
Klute,466,"['Mystery', 'Thriller']","['new york c', 'prostitut', 'detect', 'cat', 'obsess', 'pimp', 'junki', 'pervers', 'audio tap', 'conspiraci', 'psychologist', 'whodunit', 'missing person', 'spectacl']"
The Hole,467,"['Crime', 'Drama', 'Horror', 'Thriller']","['falsely accus', 'jealousi', 'obsess', 'claustrophobia', 'bunker', 'thirst', 'group dynam', 'bulimia', 'alibi', 'supernatur', 'murder', 'psychologist', 'celebr']"
My Own Private Idaho,468,"['Drama', 'Adventure']","['individu', 'sibling relationship', 'rome, itali', 'robberi', 'parent child relationship', 'treasur', 'portland, oregon', 'cocain', 'generations conflict', 'idaho', 'hustler', 'seattl', 'male friendship', 'friendship', 'road trip', 'unrequited lov', 'gay interest', 'poverti', 'prostitut', 'incest', 'father son relationship', 'lgbt interest']"
Stranger Than Paradise,469,"['Comedy', 'Drama']","['new york c', 'bet', 'horse rac', 'florida', 'hungari', 'card gam', 'american dream', 'immigr', 'friendship', 'road movi']"
21 Grams,470,"['Drama', 'Crime', 'Thriller']","['life and death', 'loss of loved on', 'transplant', 'suicide attempt', 'new mexico', 'ex-detaine', 'sad', 'rage and h', 'widow', 'faith', 'car crash']"
Bandyta,471,['Drama'],"['london, england', 'arms smuggl', 'prison', 'gypsi', 'farewel', 'lovesick', 'oper', 'new lov', 'rehabilit', 'dying and death', ""children's hom"", 'orphan', 'violenc', 'crimin', 'ill', 'mental il', 'romania']"
Pi,473,"['Mystery', 'Drama', 'Thriller']","['new york c', 'hacker', 'mathematician', 'paranoia', 'mathemat', 'insan', 'geniu', 'computer chip']"
Bonnie and Clyde,475,"['Crime', 'Drama']","['ambush', 'sheriff', 'waitress', 'prohibition era', 'texa', 'bank robb', 'oklahoma', 'impot', 'missouri', 'texas rang', 'heist', 'grave digg']"
Drugstore Cowboy,476,"['Drama', 'Crime']","['drug abus', 'support group', '1970', 'drug addict', 'portland, oregon', 'junki', 'drugstor', 'group therapi', 'burglar']"
Shaft,479,"['Action', 'Adventure', 'Crime', 'Thriller']","['new york c', 'sibling relationship', 'corrupt', 'italian american', 'based on novel or book', 'drug deal', 'remak', 'reveng', 'murder', 'violenc', 'drug', 'police offic', 'xenophobia', 'african american']"
Shaft,482,"['Action', 'Crime', 'Thriller']","['new york c', 'black peopl', 'ghetto', 'daughter', 'polic', 'blaxploit']"
Wild at Heart,483,"['Comedy', 'Crime', 'Thriller']","['witch', 'hotel room', 'texa', 'car journey', 'new orleans, louisiana', 'hitman', 'forbidden lov', 'murder', 'surreal', 'dark comedi', 'killer', 'bank robberi', 'mother daughter relationship', 'graphic viol']"
The African Queen,488,"['Adventure', 'Romance']","['africa', 'missionari', 'river', 'boat', 'patriot', 'world war i', 'hippopotamu', 'leech', 'gin', 'canadian', 'tanzania', 'congo', 'animal speci', 'hope', 'faith']"
Good Will Hunting,489,['Drama'],"['basebal', 'boston, massachusett', 'professor', 'harvard univers', 'male friendship', 'ambit', 'mathemat', 'geniu', 'love', 'friend', 'flashback', 'janitor', 'psychologist', 'univers', 'courtroom']"
Being John Malkovich,492,"['Comedy', 'Drama', 'Fantasy']","['individu', 'transvest', 'sexual ident', 'witch', 'ident', 'subconsci', 'new ident', 'pet', 'chimp', 'puppet', 'pet shop', 'secret lov']"
Shaft's Big Score!,493,"['Action', 'Adventure', 'Crime', 'Mystery']","['bomb', 'gambl', 'helicopt', 'cemeteri', 'coffin', 'attempted murd', 'investig', 'observ', 'blaxploit', 'grave digg']"
Shaft in Africa,494,"['Adventure', 'Action', 'Thriller', 'Crime', 'Mystery']","['paris, fr', 'africa', 'illegal immigr', 'human traffick', 'circumcis', 'blaxploit']"
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,496,['Comedy'],"['california', 'prostitut', 'journalist', 'rodeo', 'chicken', 'satir', 'anti-semit', 'bear', 'social satir', 'mockumentari', 'report', 'aftercreditssting', 'duringcreditssting']"
The Green Mile,497,"['Fantasy', 'Drama', 'Crime']","['southern usa', 'mentally dis', 'based on novel or book', 'death row', 'jail guard', 'great depress', 'supernatur', 'prison guard', 'jail', 'electric chair', 'magic r', 'heal', '1930']"
Reservoir Dogs,500,"['Crime', 'Thriller']","['traitor', 'jewelri', 'psychopath', 'thief', 'heist', 'betray', 'mysteri', 'escap', 'gang', 'cult film', 'nonlinear timelin', 'warehous', 'told in flashback', 'shared univers', 'based on short film']"
Grizzly Man,501,['Documentary'],"['life and death', 'camp', 'rain', 'camcord', 'grizzly bear', 'human animal relationship', 'fox', 'biographi', 'unsoci', 'national park', 'alaska', 'animal right', 'wildlif', 'ecolog']"
Fail Safe,502,"['Drama', 'Thriller', 'War']","['new york c', 'u.s. presid', 'gener', 'atomic bomb', 'cold war', 'russia', 'interpret', 'pentagon', 'bunker', 'bomber', 'fighter pilot', 'missil', 'destroy', 'moscow, russia']"
Poseidon,503,"['Adventure', 'Action', 'Drama', 'Thriller']","[""new year's ev"", 'fire', 'loss of loved on', 'drown', 'cataclysm', 'atlantic ocean', 'ball', 'shipwreck', 'blackout', 'ship', 'daughter', 'singl', 'remak', 'escap', 'capsized ship', 'disaster movi']"
Monster,504,"['Crime', 'Drama']","['prostitut', 'rape', 'sexual abus', 'death penalti', 'motel', 'based on a true stori', 'murder', 'betray', 'serial kil', 'poverti', 'prostitut', 'heartbreak', 'mental il', 'woman director']"
Johnny Handsome,505,"['Crime', 'Drama']","['individu', 'prison', 'robberi', 'ex-detaine', 'oper', 'restart', 'new orleans, louisiana', 'ugli', 'mask', 'new ident', 'plastic surgeri']"
Marnie,506,"['Crime', 'Drama', 'Mystery', 'Romance', 'Thriller']","['philadelphia, pennsylvania', 'post traumatic stress disord', 'prostitut', 'rape', 'horse rac', 'sexual abus', 'in love with enemi', 'suicide attempt', 'clerk', 'blackmail', 'sexual frustr', 'lie', 'horseback rid', ""women's sexual ident"", 'new ident', 'baltimor', 'hors', 'honeymoon', 'fetish', 'cruis', 'psycholog', 'self-defens', 'fetish', 'chase', 'cowardli']"
Killing Zoe,507,"['Action', 'Crime', 'Drama', 'Thriller']","['paris, fr', 'prostitut', 'robberi', 'drug abus', 'aid', 'bank', 'jazz', 'hostag', 'night lif', 'kidnap', 'vault', 'junki', 'bank robb', 'heroin', 'friendship', 'murder', 'violenc', 'drug', 'bank robberi', 'illegal prostitut', 'hoodlum']"
Love Actually,508,"['Comedy', 'Romance', 'Drama']","['london, england', 'love at first sight', 'u.s. presid', 'marseille, fr', 'war on terror', 'offic', 'christmas parti', 'press confer', 'language barri', 'prime minist', 'rock star', 'school perform', 'multiple storylin', 'christma']"
Notting Hill,509,"['Romance', 'Comedy', 'Drama']","['london, england', 'bookshop', 'movie busi', 'birthday', 'new lov', 'paparazzi', 'press confer', 'wheelchair', 'bath tub', 'cohabit', 'friendship', 'fame', 'celebr', 'movie star', 'spectacl']"
One Flew Over the Cuckoo's Nest,510,['Drama'],"['nurs', 'based on novel or book', 'oregon, usa', 'lunatic asylum', 'friendship', 'hospit', 'female villain', 'tragicomedi']"
Scoop,512,"['Comedy', 'Mystery']","['upper class', 'prostitut', 'journalist', 'drown', 'newspap', 'magic', 'tarot card', 'magic show', 'suspicion of murd', 'funer', 'investig', 'daughter', 'music instru', 'afterlif', 'swimming pool', 'murder', 'wealth', 'american', 'united kingdom']"
Fire,513,"['Drama', 'Romance']","['husband wife relationship', 'infidel', 'coming out', 'arranged marriag', 'lesbian relationship', 'male homosexu', 'india', 'lgbt', 'woman director']"
Dial M for Murder,521,"['Crime', 'Thriller']","['london, england', 'adulteri', 'jealousi', 'secret', 'blackmail', 'letter', 'marriag', 'love', 'murder', 'classic', 'theft', 'visit', 'husband', 'murder plot', 'crime fiction writ', 'key']"
Ed Wood,522,"['Comedy', 'Drama', 'History']","['individu', 'taxi', 'transsexu', 'transvestit', 'fortune tel', 'movie busi', 'boxer', 'celebr', 'morphin', 'los angeles, california', 'suburb', 'drug addict', 'trick or tr', 'actor', '1950']"
Casino,524,"['Crime', 'Drama']","['poker', 'gambl', 'casino', 'drug abus', '1970', 'fbi', 'overdos', 'greed', 'rise and fal', 'car bomb', 'alcohol', 'organized crim', 'mafia', 'money', 'las vega', 'desert', 'illegal prostitut', '1980', 'brutal viol']"
The Blues Brothers,525,"['Music', 'Comedy', 'Action', 'Crime']","['danc', 'prison', 'chicago, illinoi', 'country mus', 'nun', 'jazz', 'blue', 'nazi', 'music', 'concert', 'music instru', 'shopping mal', 'road trip', 'church', 'buddi', 'parol', 'music band']"
Ladyhawke,526,"['Adventure', 'Comedy', 'Drama', 'Fantasy']","['moon', 'monk', 'swordplay', 'bishop', 'falcon', 'solar eclips', 'thief']"
Once Were Warriors,527,['Drama'],"['individu', 'slum', 'suicid', 'tattoo', 'alcohol', 'rape', 'loss of loved on', 'tradit', 'indigen', 'despair', 'violent husband', 'ghetto', 'new zealand', 'maori', 'strong woman', 'funer', 'crush', 'teacher', 'youth gang', 'domestic viol', 'violenc', 'rebellious youth', 'alcohol abus', 'incest', 'unemploy', 'auckland']"
A Grand Day Out,530,"['Adventure', 'Animation', 'Comedy', 'Science Fiction', 'Family']","['moon', 'inventor', 'missil', 'stop mot', 'robot', 'dog', 'ski', 'claymat', 'plasticin']"
The Wrong Trousers,531,"['Animation', 'Comedy', 'Family']","['robberi', 'inventor', 'penguin', 'surreal', 'betray', 'stop mot', 'crimin', 'dog', 'jewel heist', 'claymat', 'very little dialogu', 'plasticin', 'short film']"
A Close Shave,532,"['Family', 'Animation', 'Comedy']","['prison', 'inventor', 'loyalti', 'sheep', 'innoc', 'surreal', 'stop mot', 'frame', 'dog', 'anim', 'claymat', 'plasticin']"
Wallace & Gromit: The Curse of the Were-Rabbit,533,"['Adventure', 'Animation', 'Comedy', 'Family']","['competit', 'garden', 'northern england', 'villag', 'yorkshir', 'stop mot', 'contest', 'dog', 'rabbit', 'claymat', 'plasticin']"
Terminator Salvation,534,"['Action', 'Science Fiction', 'Thriller']","['saving the world', 'artificial intellig', 'propheci', 'san francisco, california', 'cyborg', 'killer robot', 'gas stat', 'post-apocalyptic futur', 'dystopia', 'armi', 'firearm', 'wartim', 'los angeles, california']"
Flashdance,535,"['Drama', 'Romance']","['danc', 'danc']"
Stuttgart Shanghai,536,['Documentary'],"['parent child relationship', 'culture clash', 'shanghai, china', 'pregnanc', 'emigr']"
Psycho,539,"['Horror', 'Drama', 'Thriller']","['hotel', 'clerk', 'arizona', 'shower', 'rain', 'motel', 'money', 'secretari', 'corps', 'murder', 'theft', 'mental il', 'private detect', 'missing person', 'proto-slash']"
D.E.B.S.,540,['Action'],"['coming out', 'punk rock', 'covert oper', 'female protagonist', 'in the closet', 'lgbt', 'woman director']"
The Man with the Golden Arm,541,"['Crime', 'Drama', 'Romance']","['prison', 'poker', 'gambl', 'underground world', 'sense of guilt', 'jazz', 'drug deal', 'rehabilit', 'junki', 'wheelchair', 'suspicion of murd', 'cold turkey', 'ex-lov', 'drum', 'insan']"
Blackmail,543,"['Drama', 'Thriller']","['london, england', 'scotland yard', 'blackmail', 'based on play or mus', 'black and whit', 'boyfriend girlfriend relationship', '1920']"
There's Something About Mary,544,"['Romance', 'Comedy']","['surgeon', 'stalker', 'romantic comedi', 'dream girl', 'taboo', 'screwball comedi', 'gross out comedi', 'intellectual dis']"
Transamerica,546,['Drama'],"['individu', 'new york c', 'missionari', 'sexual ident', 'transsexu', 'runaway', 'sexual abus', 'waitress', 'parent child relationship', 'drug addict', 'cocain', ""women's sexual ident"", 'hustler', 'new ident', 'motel', 'therapist', 'porn actor', 'road trip', 'gay interest', 'los angeles, california', 'transgend', 'porn industri', 'stolen car', 'hitchhik']"
The Horse Whisperer,547,"['Drama', 'Romance']","['love triangl', 'new york c', 'montana', 'parent child relationship', 'confid', 'horseback rid', 'hors', 'career woman', 'ranch', 'trauma', 'country lif', 'marriage crisi', 'crisi', 'travel', 'anim', 'natur']"
Basquiat,549,"['Drama', 'History']","['new york c', 'drug abus', 'homeless person', 'new lov', 'drug addict', 'overdos', 'artist', 'graffiti', 'exhibit', 'friendship', 'drug', 'celebr', 'price of fam']"
Fight Club,550,['Drama'],"['based on novel or book', 'support group', 'dual ident', 'nihil', 'fight', 'rage and h', 'insomnia', 'dystopia', 'alter ego', 'cult film', 'split person', 'graphic viol']"
The Poseidon Adventure,551,"['Action', 'Adventure', 'Drama', 'Thriller']","['life and death', 'sibling relationship', 'prostitut', ""new year's ev"", 'sea', 'based on novel or book', 'husband wife relationship', 'wave', 'shipwreck', 'cruis', 'ship', 'faith', 'travel', 'disast', 'capsized ship', 'disaster movi']"
Dogville,553,"['Crime', 'Drama', 'Thriller']","['rape', 'bondag', 'refuge', 'mountain', 'village lif', 'blackmail', 'american dream', 'bank robb', 'mountain villag', 'exploit', 'rocky mountain', 'last judg', 'slaveri', 'recess', 'friendship', 'polic', 'hoodlum']"
Absolut,555,['Thriller'],"['capit', 'global', 'bank', 'switzerland', 'hacker', 'anti-globalisation activist', 'computer viru', 'plan', 'murder', 'hospit', 'killer']"
Spider-Man,557,"['Fantasy', 'Action']","['new york c', 'loss of loved on', 'adolesc', 'photograph', 'villain', 'spider', 'bad boss', 'photographi', 'hostil', 'superhero', 'based on com', 'teenage boy', 'teenage lov', 'evil', 'goblin', 'spider-man']"
Spider-Man 2,558,"['Action', 'Adventure', 'Fantasy']","['dual ident', ""love of one's lif"", 'sequel', 'superhero', 'based on com', 'doctor', 'scientist', 'tentacl', 'death', 'scienc', 'super villain', 'teenage hero', 'spider-man']"
Spider-Man 3,559,"['Fantasy', 'Action', 'Adventure']","['loss of loved on', 'dual ident', 'amnesia', 'sandstorm', ""love of one's lif"", 'forgiv', 'spider', 'wretch', 'sand', 'hostil', 'sequel', 'superhero', 'based on com', 'reveng', 'spider-man']"
Secret Beyond the Door,560,['Crime'],"['new york c', 'post traumatic stress disord', 'mexico', 'single par', 'jealousi', 'clerk', ""love of one's lif"", 'architect', 'honeymoon', 'psychoanalysi', 'neurosi', 'sigmund freud', 'fetish', 'noir']"
Constantine,561,"['Fantasy', 'Action', 'Horror']","['christian', 'angel', 'confess', 'dc comic', 'self sacrific', 'exorc', 'archangel gabriel', 'holy wat', 'supernatur', 'superhero', 'based on com', 'lucif', 'redempt', 'demon', 'occult', 'aftercreditssting', 'mystic', 'supernatural pow', 'good versus evil']"
Die Hard,562,"['Action', 'Thriller']","['based on novel or book', 'terrorist', 's.w.a.t.', 'hostag', 'fbi', 'kidnap', 'vault', 'murder', 'heist', 'shootout', 'los angeles, california', 'one man armi', 'one night', 'christma', '1980', 'action hero']"
Starship Troopers,563,"['Adventure', 'Action', 'Thriller', 'Science Fiction']","['moon', 'based on novel or book', 'asteroid', 'spacecraft', 'space marin', 'intellig', 'buenos aires, argentina', 'space battl', 'dystopia', 'armi', 'giant insect', 'satir', 'soldier', 'drill instructor', 'militari', 'bug']"
The Mummy,564,"['Adventure', 'Action', 'Fantasy']","['librari', 'secret passag', 'cairo', 'egypt', 'pastor', 'pyramid', 'sandstorm', 'solar eclips', 'mummi', 'foreign legion', 'nile', 'secret societi', 'treasure hunt', 'remak', 'archaeologist', 'tomb', 'ancient egypt', 'opposites attract', '1920', 'good versus evil']"
The Ring,565,"['Horror', 'Mystery']","['journalist', 'drown', 'island', 'televis', 'hors', 'investig', 'telephon', 'supernatur', 'remak', 'paranorm', 'curs', 'cabin in the wood', 'ghost', 'well', 'videotap', 'mysterious death']"
Rear Window,567,"['Thriller', 'Mystery', 'Drama']","['nurs', 'photograph', 'suspicion of murd', 'girlfriend', 'neighbor', 'salesman', 'whodunit', 'apart', 'voyeur']"
Apollo 13,568,"['Drama', 'History']","['moon', 'florida', 'nasa', 'spaceman', 'race against tim', 'houston', 'based on a true stori', 'space', 'rescu', 'surviv', 'disast', 'explos', 'astronaut', 'courag']"
The Birds,571,['Horror'],"['pet shop', 'playground', 'seagul', 'fireplac', 'bird attack', 'socialit', 'based on short stori', 'schoolteach']"
Frenzy,573,"['Crime', 'Thriller']","['london, england', 'rape', 'girlfriend', 'polic', 'truck', 'murder', 'serial kil', 'ex-wif']"
The Man Who Knew Too Much,574,"['Crime', 'Drama', 'Mystery', 'Thriller']","['london, england', 'assassin', 'scotland yard', 'bu', 'morocco', 'paranoia', 'remak', 'conspiraci', 'whodunit', 'american']"
The Wild Bunch,576,"['Adventure', 'Western']","['underdog', 'robberi', 'bounty hunt', 'texa', 'mexican revolut', 'friendship', 'honor', 'gang', 'shootout', 'soldier', 'steam locomot']"
To Die For,577,"['Drama', 'Comedy', 'Crime']","['adulteri', 'based on novel or book', 'winter', 'obsess', 'televis', 'new hampshir', 'mockumentari']"
Jaws,578,"['Horror', 'Thriller', 'Adventure']","['based on novel or book', 'beach', 'fish', 'atlantic ocean', 'bath', 'shipwreck', 'shark attack', 'police chief', 'dying and death', 'animal attack', 'long island', 'skinny dip', 'shark', 'great white shark', 'dead dog', 'fourth of juli', 'fishing boat', 'animal horror']"
Jaws 2,579,"['Horror', 'Thriller']","['mayor', 'island', 'shark attack', 'police chief', 'sail', 'boat accid', 'dying and death', 'panic', 'animal attack', 'sequel', 'rescu', 'scuba div', 'teenag', 'shark', 'great white shark', 'killer whal', 'water ski', 'tourism']"
Jaws: The Revenge,580,"['Adventure', 'Thriller', 'Horror']","['shark attack', 'bahama', 'dying and death', 'animal attack', 'sequel', 'reveng', 'underwat', 'shark', 'great white shark', 'caribbean sea']"
Dances with Wolves,581,"['Adventure', 'Drama', 'Western']","['countrysid', 'based on novel or book', 'culture clash', 'desert', 'mutini', 'wolf', 'language barri', 'self-discoveri', 'dakota', 'friendship', 'unsoci', 'freedom', 'tennesse', 'kansa', 'sioux', 'native american', 'snow', '19th centuri', 'early america']"
Life of Brian,583,['Comedy'],"['jewri', 'roman empir', 'three k', 'crucifixion', 'bethlehem', 'satir', 'parodi', 'religion', 'cult film', 'anarchic comedi']"
2 Fast 2 Furious,584,"['Action', 'Crime', 'Thriller']","['miami, florida', 'car rac', 'sports car', 'undercov', 'street rac', 'los angeles, california', 'car']"
"Monsters, Inc.",585,"['Animation', 'Comedy', 'Family']","['monster', 'cheat', 'kidnap', 'infant', 'villain', 'panic', 'energy suppli', 'compani', 'portal', 'friend', 'rivalri', 'hijink', 'best friend', 'scream', 'famili', 'parallel world', 'invis']"
Wag the Dog,586,"['Comedy', 'Drama']","['washington d.c.', 'rape', 'cia', 'u.s. presid', 'movie busi', 'war veteran', 'stage', 'sex scand', 'senat', 'presidential elect', 'gulf war', 'manipulation of the media', 'polit', 'election campaign', 'govern', 'conspiraci', 'soldier', 'extramarital affair']"
Big Fish,587,"['Adventure', 'Fantasy', 'Drama']","['circu', 'witch', 'parent child relationship', 'fish', 'fish', ""love of one's lif"", 'leech', 'story tel', 'apoplectic strok', 'fair', 'mermaid', 'cancer', 'relationship', 'gentle gi', 'magic r']"
